cMVAv2;OperatingPoint, measurementType, sysType, jetFlavor, etaMin, etaMax, ptMin, ptMax, discrMin, discrMax, formula 
3, iterativefit, down_jes, 0, 0.0, 2.4, 60, 100, 0.9899, 1.0033, "0.182822+0.763861*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 60, 100, 1.0033, 1.1, "0.949569"
3, iterativefit, up_lf, 0, 0.0, 2.4, 60, 100, -1.1, -0.90455, "1.04642"
3, iterativefit, up_lf, 0, 0.0, 2.4, 60, 100, -0.90455, -0.69375, "1.07633+0.0114852*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 60, 100, -0.69375, -0.50235, "1.1059+0.0541014*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 60, 100, -0.50235, -0.33035, "0.971332+-0.21377*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 60, 100, -0.33035, -0.15845, "1.04155+-0.00120378*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 60, 100, -0.15845, 0.01345, "1.00781+-0.214169*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 60, 100, 0.01345, 0.18535, "1.00898+-0.3013*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 60, 100, 0.18535, 0.35725, "0.917039+0.194748*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 60, 100, 0.35725, 0.4932, "0.789563+0.551573*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 60, 100, 0.4932, 0.5932, "1.27438+-0.431422*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 60, 100, 0.5932, 0.6932, "0.969274+0.0829105*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 60, 100, 0.6932, 0.7932, "1.08891+-0.0896792*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 60, 100, 0.7932, 0.8932, "1.12512+-0.135321*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 60, 100, 0.8932, 0.9498, "0.988821+0.017271*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 60, 100, 0.9498, 0.9631, "3.10988+-2.21589*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 60, 100, 0.9631, 0.9765, "0.55097+0.441059*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 60, 100, 0.9765, 0.9899, "2.4257+-1.47879*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 60, 100, 0.9899, 1.0033, "0.0407516+0.930495*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 60, 100, 1.0033, 1.1, "0.956472"
3, iterativefit, down_lf, 0, 0.0, 2.4, 60, 100, -1.1, -0.90455, "1.45585"
3, iterativefit, down_lf, 0, 0.0, 2.4, 60, 100, -0.90455, -0.69375, "0.0338399+-1.59015*x"
3, iterativefit, down_lf, 0, 0.0, 2.4, 60, 100, -0.69375, -0.50235, "0.99958+-0.198094*x"
3, iterativefit, down_lf, 0, 0.0, 2.4, 60, 100, -0.50235, -0.33035, "0.904766+-0.386835*x"
3, iterativefit, down_lf, 0, 0.0, 2.4, 60, 100, -0.33035, -0.15845, "1.01392+-0.0564306*x"
3, iterativefit, down_lf, 0, 0.0, 2.4, 60, 100, -0.15845, 0.01345, "0.97831+-0.281142*x"
3, iterativefit, down_lf, 0, 0.0, 2.4, 60, 100, 0.01345, 0.18535, "0.978725+-0.312035*x"
3, iterativefit, down_lf, 0, 0.0, 2.4, 60, 100, 0.18535, 0.35725, "0.892236+0.154594*x"
3, iterativefit, down_lf, 0, 0.0, 2.4, 60, 100, 0.35725, 0.4932, "0.76738+0.504084*x"
3, iterativefit, down_lf, 0, 0.0, 2.4, 60, 100, 0.4932, 0.5932, "1.22511+-0.423992*x"
3, iterativefit, down_lf, 0, 0.0, 2.4, 60, 100, 0.5932, 0.6932, "0.927355+0.0779513*x"
3, iterativefit, down_lf, 0, 0.0, 2.4, 60, 100, 0.6932, 0.7932, "1.04564+-0.0926799*x"
3, iterativefit, down_lf, 0, 0.0, 2.4, 60, 100, 0.7932, 0.8932, "1.09157+-0.150594*x"
3, iterativefit, down_lf, 0, 0.0, 2.4, 60, 100, 0.8932, 0.9498, "0.95545+0.00180614*x"
3, iterativefit, down_lf, 0, 0.0, 2.4, 60, 100, 0.9498, 0.9631, "2.97105+-2.12033*x"
3, iterativefit, down_lf, 0, 0.0, 2.4, 60, 100, 0.9631, 0.9765, "0.514934+0.429895*x"
3, iterativefit, down_lf, 0, 0.0, 2.4, 60, 100, 0.9765, 0.9899, "2.36493+-1.46462*x"
3, iterativefit, down_lf, 0, 0.0, 2.4, 60, 100, 0.9899, 1.0033, "0.0606692+0.863148*x"
3, iterativefit, down_lf, 0, 0.0, 2.4, 60, 100, 1.0033, 1.1, "0.916364"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 60, 100, -1.1, -0.90455, "1.32321"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 60, 100, -0.90455, -0.69375, "0.505615+-0.904189*x"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 60, 100, -0.69375, -0.50235, "1.06423+-0.098979*x"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 60, 100, -0.50235, -0.33035, "0.939632+-0.347008*x"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 60, 100, -0.33035, -0.15845, "1.03252+-0.0658305*x"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 60, 100, -0.15845, 0.01345, "0.998195+-0.282453*x"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 60, 100, 0.01345, 0.18535, "0.998897+-0.334599*x"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 60, 100, 0.18535, 0.35725, "0.909804+0.146076*x"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 60, 100, 0.35725, 0.4932, "0.793859+0.470623*x"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 60, 100, 0.4932, 0.5932, "1.23633+-0.426524*x"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 60, 100, 0.5932, 0.6932, "0.938925+0.0748374*x"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 60, 100, 0.6932, 0.7932, "1.05706+-0.0955777*x"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 60, 100, 0.7932, 0.8932, "1.07566+-0.119029*x"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 60, 100, 0.8932, 0.9498, "1.21555+-0.275653*x"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 60, 100, 0.9498, 0.9631, "2.65177+-1.78778*x"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 60, 100, 0.9631, 0.9765, "0.257013+0.698732*x"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 60, 100, 0.9765, 0.9899, "1.75708+-0.83743*x"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 60, 100, 0.9899, 1.0033, "-0.426965+1.36889*x"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 60, 100, 1.0033, 1.1, "0.946237"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 60, 100, -1.1, -0.90455, "1.24676"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 60, 100, -0.90455, -0.69375, "0.524636+-0.797536*x"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 60, 100, -0.69375, -0.50235, "1.03318+-0.0645025*x"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 60, 100, -0.50235, -0.33035, "0.931314+-0.267278*x"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 60, 100, -0.33035, -0.15845, "1.02078+0.00355868*x"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 60, 100, -0.15845, 0.01345, "0.985626+-0.218336*x"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 60, 100, 0.01345, 0.18535, "0.986453+-0.27985*x"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 60, 100, 0.18535, 0.35725, "0.89754+0.199851*x"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 60, 100, 0.35725, 0.4932, "0.76149+0.580679*x"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 60, 100, 0.4932, 0.5932, "1.2591+-0.42826*x"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 60, 100, 0.5932, 0.6932, "0.954294+0.0855712*x"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 60, 100, 0.6932, 0.7932, "1.07396+-0.0870514*x"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 60, 100, 0.7932, 0.8932, "1.13796+-0.167745*x"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 60, 100, 0.8932, 0.9498, "0.728969+0.290151*x"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 60, 100, 0.9498, 0.9631, "3.41361+-2.53638*x"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 60, 100, 0.9631, 0.9765, "0.802796+0.174462*x"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 60, 100, 0.9765, 0.9899, "3.02103+-2.09716*x"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 60, 100, 0.9899, 1.0033, "0.524197+0.425154*x"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 60, 100, 1.0033, 1.1, "0.951301"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 60, 100, -1.1, -0.90455, "1.27766"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 60, 100, -0.90455, -0.69375, "0.537834+-0.816492*x"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 60, 100, -0.69375, -0.50235, "1.04584+-0.0842304*x"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 60, 100, -0.50235, -0.33035, "0.927535+-0.319735*x"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 60, 100, -0.33035, -0.15845, "1.01876+-0.0435781*x"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 60, 100, -0.15845, 0.01345, "0.986067+-0.24993*x"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 60, 100, 0.01345, 0.18535, "0.986774+-0.302524*x"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 60, 100, 0.18535, 0.35725, "0.896561+0.184192*x"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 60, 100, 0.35725, 0.4932, "0.760842+0.564093*x"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 60, 100, 0.4932, 0.5932, "1.24947+-0.426628*x"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 60, 100, 0.5932, 0.6932, "0.944941+0.0867302*x"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 60, 100, 0.6932, 0.7932, "1.06162+-0.0815938*x"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 60, 100, 0.7932, 0.8932, "1.12227+-0.158048*x"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 60, 100, 0.8932, 0.9498, "0.723304+0.288619*x"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 60, 100, 0.9498, 0.9631, "3.37049+-2.49848*x"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 60, 100, 0.9631, 0.9765, "0.782502+0.188665*x"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 60, 100, 0.9765, 0.9899, "2.98688+-2.06876*x"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 60, 100, 0.9899, 1.0033, "0.514334+0.429011*x"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 60, 100, 1.0033, 1.1, "0.945696"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 60, 100, -1.1, -0.90455, "1.29205"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 60, 100, -0.90455, -0.69375, "0.491964+-0.88545*x"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 60, 100, -0.69375, -0.50235, "1.05145+-0.0789793*x"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 60, 100, -0.50235, -0.33035, "0.943563+-0.293751*x"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 60, 100, -0.33035, -0.15845, "1.03467+-0.0179598*x"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 60, 100, -0.15845, 0.01345, "0.997827+-0.250482*x"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 60, 100, 0.01345, 0.18535, "0.998651+-0.311711*x"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 60, 100, 0.18535, 0.35725, "0.910889+0.16178*x"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 60, 100, 0.35725, 0.4932, "0.794735+0.486914*x"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 60, 100, 0.4932, 0.5932, "1.24606+-0.428187*x"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 60, 100, 0.5932, 0.6932, "0.948415+0.07358*x"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 60, 100, 0.6932, 0.7932, "1.06959+-0.101228*x"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 60, 100, 0.7932, 0.8932, "1.09135+-0.128655*x"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 60, 100, 0.8932, 0.9498, "1.22452+-0.277747*x"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 60, 100, 0.9498, 0.9631, "2.69105+-1.82179*x"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 60, 100, 0.9631, 0.9765, "0.274284+0.687569*x"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 60, 100, 0.9765, 0.9899, "1.78391+-0.858385*x"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 60, 100, 0.9899, 1.0033, "-0.423015+1.37106*x"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 60, 100, 1.0033, 1.1, "0.951942"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 60, 100, -1.1, -0.90455, "1.12796"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 60, 100, -0.90455, -0.69375, "0.409245+-0.794552*x"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 60, 100, -0.69375, -0.50235, "0.910856+-0.0715088*x"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 60, 100, -0.50235, -0.33035, "0.814554+-0.263213*x"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 60, 100, -0.33035, -0.15845, "0.892108+-0.0284503*x"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 60, 100, -0.15845, 0.01345, "0.900252+0.0229492*x"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 60, 100, 0.01345, 0.18535, "0.900285+0.0204658*x"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 60, 100, 0.18535, 0.35725, "0.929026+-0.134595*x"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 60, 100, 0.35725, 0.4932, "0.91098+-0.0840822*x"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 60, 100, 0.4932, 0.5932, "0.914758+-0.0917422*x"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 60, 100, 0.5932, 0.6932, "0.918117+-0.0974043*x"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 60, 100, 0.6932, 0.7932, "0.918746+-0.0983113*x"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 60, 100, 0.7932, 0.8932, "0.919345+-0.0990664*x"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 60, 100, 0.8932, 0.9498, "1.26081+-0.481366*x"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 60, 100, 0.9498, 0.9631, "0.425323+0.398284*x"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 60, 100, 0.9631, 0.9765, "0.529094+0.290537*x"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 60, 100, 0.9765, 0.9899, "0.676114+0.139979*x"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 60, 100, 0.9899, 1.0033, "0.352072+0.467327*x"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 60, 100, 1.0033, 1.1, "0.820941"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 60, 100, -1.1, -0.90455, "0.784824"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 60, 100, -0.90455, -0.69375, "2.138+1.49597*x"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 60, 100, -0.69375, -0.50235, "1.23067+0.188103*x"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 60, 100, -0.50235, -0.33035, "1.19047+0.108078*x"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 60, 100, -0.33035, -0.15845, "1.16005+0.0159996*x"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 60, 100, -0.15845, 0.01345, "1.15647+-0.00663819*x"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 60, 100, 0.01345, 0.18535, "1.15676+-0.0282632*x"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 60, 100, 0.18535, 0.35725, "1.11707+0.185875*x"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 60, 100, 0.35725, 0.4932, "1.14199+0.116117*x"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 60, 100, 0.4932, 0.5932, "1.13677+0.126695*x"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 60, 100, 0.5932, 0.6932, "1.13213+0.134515*x"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 60, 100, 0.6932, 0.7932, "1.13126+0.135767*x"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 60, 100, 0.7932, 0.8932, "1.13044+0.13681*x"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 60, 100, 0.8932, 0.9498, "0.658868+0.664763*x"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 60, 100, 0.9498, 0.9631, "1.81268+-0.550028*x"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 60, 100, 0.9631, 0.9765, "1.66937+-0.40123*x"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 60, 100, 0.9765, 0.9899, "1.46633+-0.193309*x"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 60, 100, 0.9899, 1.0033, "1.91383+-0.645375*x"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 60, 100, 1.0033, 1.1, "1.26633"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 60, 100, -1.1, -0.90455, "0.998496"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 60, 100, -0.90455, -0.69375, "0.998496+0*x"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 60, 100, -0.69375, -0.50235, "0.998496+0*x"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 60, 100, -0.50235, -0.33035, "0.998496+0*x"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 60, 100, -0.33035, -0.15845, "0.998496+0*x"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 60, 100, -0.15845, 0.01345, "1.0302+0.200093*x"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 60, 100, 0.01345, 0.18535, "1.0351+-0.164339*x"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 60, 100, 0.18535, 0.35725, "1.03075+-0.14088*x"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 60, 100, 0.35725, 0.4932, "1.00145+-0.0588644*x"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 60, 100, 0.4932, 0.5932, "0.961713+0.0217141*x"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 60, 100, 0.5932, 0.6932, "0.921397+0.0896766*x"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 60, 100, 0.6932, 0.7932, "0.874449+0.157404*x"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 60, 100, 0.7932, 0.8932, "0.815825+0.231312*x"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 60, 100, 0.8932, 0.9498, "0.45679+0.633277*x"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 60, 100, 0.9498, 0.9631, "1.15354+-0.1003*x"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 60, 100, 0.9631, 0.9765, "1.05823+-0.00133341*x"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 60, 100, 0.9765, 0.9899, "0.937683+0.122111*x"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 60, 100, 0.9899, 1.0033, "1.37227+-0.316914*x"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 60, 100, 1.0033, 1.1, "1.05431"
3, iterativefit, down_cferr2, 1, 0.0, 2.4, 60, 100, -1.1, -0.90455, "1.00151"
3, iterativefit, down_cferr2, 1, 0.0, 2.4, 60, 100, -0.90455, -0.69375, "1.00151+0*x"
3, iterativefit, down_cferr2, 1, 0.0, 2.4, 60, 100, -0.69375, -0.50235, "1.00151+0*x"
3, iterativefit, down_cferr2, 1, 0.0, 2.4, 60, 100, -0.50235, -0.33035, "1.00151+0*x"
3, iterativefit, down_cferr2, 1, 0.0, 2.4, 60, 100, -0.33035, -0.15845, "1.00151+0*x"
3, iterativefit, down_cferr2, 1, 0.0, 2.4, 60, 100, -0.15845, 0.01345, "0.969708+-0.200696*x"
3, iterativefit, down_cferr2, 1, 0.0, 2.4, 60, 100, 0.01345, 0.18535, "0.964791+0.164834*x"
3, iterativefit, down_cferr2, 1, 0.0, 2.4, 60, 100, 0.18535, 0.35725, "0.969152+0.141305*x"
3, iterativefit, down_cferr2, 1, 0.0, 2.4, 60, 100, 0.35725, 0.4932, "0.998541+0.0590419*x"
3, iterativefit, down_cferr2, 1, 0.0, 2.4, 60, 100, 0.4932, 0.5932, "1.0384+-0.0217796*x"
3, iterativefit, down_cferr2, 1, 0.0, 2.4, 60, 100, 0.5932, 0.6932, "1.07884+-0.0899471*x"
3, iterativefit, down_cferr2, 1, 0.0, 2.4, 60, 100, 0.6932, 0.7932, "1.12593+-0.157879*x"
3, iterativefit, down_cferr2, 1, 0.0, 2.4, 60, 100, 0.7932, 0.8932, "1.18473+-0.23201*x"
3, iterativefit, down_cferr2, 1, 0.0, 2.4, 60, 100, 0.8932, 0.9498, "1.54485+-0.635187*x"
3, iterativefit, down_cferr2, 1, 0.0, 2.4, 60, 100, 0.9498, 0.9631, "0.845995+0.100602*x"
3, iterativefit, down_cferr2, 1, 0.0, 2.4, 60, 100, 0.9631, 0.9765, "0.941597+0.00133744*x"
3, iterativefit, down_cferr2, 1, 0.0, 2.4, 60, 100, 0.9765, 0.9899, "1.0625+-0.12248*x"
3, iterativefit, down_cferr2, 1, 0.0, 2.4, 60, 100, 0.9899, 1.0033, "0.626602+0.31787*x"
3, iterativefit, down_cferr2, 1, 0.0, 2.4, 60, 100, 1.0033, 1.1, "0.945521"
3, iterativefit, central, 0, 0.0, 2.4, 100, 10000, -1.1, -0.90455, "1.3855"
3, iterativefit, central, 0, 0.0, 2.4, 100, 10000, -0.90455, -0.69375, "0.425706+-1.06505*x"
3, iterativefit, central, 0, 0.0, 2.4, 100, 10000, -0.69375, -0.50235, "1.25639+0.132336*x"
3, iterativefit, central, 0, 0.0, 2.4, 100, 10000, -0.50235, -0.33035, "1.20243+0.0249152*x"
3, iterativefit, central, 0, 0.0, 2.4, 100, 10000, -0.33035, -0.15845, "0.965195+-0.693208*x"
3, iterativefit, central, 0, 0.0, 2.4, 100, 10000, -0.15845, 0.01345, "1.07989+0.0306201*x"
3, iterativefit, central, 0, 0.0, 2.4, 100, 10000, 0.01345, 0.18535, "1.09441+-1.04909*x"
3, iterativefit, central, 0, 0.0, 2.4, 100, 10000, 0.18535, 0.35725, "0.843174+0.30636*x"
3, iterativefit, central, 0, 0.0, 2.4, 100, 10000, 0.35725, 0.4932, "0.838302+0.319999*x"
3, iterativefit, central, 0, 0.0, 2.4, 100, 10000, 0.4932, 0.5932, "0.874524+0.246555*x"
3, iterativefit, central, 0, 0.0, 2.4, 100, 10000, 0.5932, 0.6932, "1.62365+-1.0163*x"
3, iterativefit, central, 0, 0.0, 2.4, 100, 10000, 0.6932, 0.7932, "1.03166+-0.162305*x"
3, iterativefit, central, 0, 0.0, 2.4, 100, 10000, 0.7932, 0.8932, "0.845452+0.0724515*x"
3, iterativefit, central, 0, 0.0, 2.4, 100, 10000, 0.8932, 0.9498, "1.45432+-0.609221*x"
3, iterativefit, central, 0, 0.0, 2.4, 100, 10000, 0.9498, 0.9631, "-4.80456+5.98046*x"
3, iterativefit, central, 0, 0.0, 2.4, 100, 10000, 0.9631, 0.9765, "6.24859+-5.49618*x"
3, iterativefit, central, 0, 0.0, 2.4, 100, 10000, 0.9765, 0.9899, "-2.26542+3.22273*x"
3, iterativefit, central, 0, 0.0, 2.4, 100, 10000, 0.9899, 1.0033, "-1.77934+2.73169*x"
3, iterativefit, central, 0, 0.0, 2.4, 100, 10000, 1.0033, 1.1, "0.958875"
3, iterativefit, up_jes, 0, 0.0, 2.4, 100, 10000, -1.1, -0.90455, "1.42792"
3, iterativefit, up_jes, 0, 0.0, 2.4, 100, 10000, -0.90455, -0.69375, "0.346823+-1.19848*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 100, 10000, -0.69375, -0.50235, "1.24323+0.0936457*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 100, 10000, -0.50235, -0.33035, "1.19667+0.000944817*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 100, 10000, -0.33035, -0.15845, "0.9581+-0.721216*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 100, 10000, -0.15845, 0.01345, "1.08503+0.0798297*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 100, 10000, 0.01345, 0.18535, "1.10107+-1.11305*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 100, 10000, 0.18535, 0.35725, "0.838063+0.305919*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 100, 10000, 0.35725, 0.4932, "0.820173+0.355996*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 100, 10000, 0.4932, 0.5932, "0.870434+0.254088*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 100, 10000, 0.5932, 0.6932, "1.6481+-1.05688*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 100, 10000, 0.6932, 0.7932, "0.992327+-0.11087*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 100, 10000, 0.7932, 0.8932, "0.889288+0.0190319*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 100, 10000, 0.8932, 0.9498, "1.51979+-0.686856*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 100, 10000, 0.9498, 0.9631, "-4.65036+5.80941*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 100, 10000, 0.9631, 0.9765, "5.73508+-4.97394*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 100, 10000, 0.9765, 0.9899, "-2.18246+3.13414*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 100, 10000, 0.9899, 1.0033, "-1.52682+2.47181*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 100, 10000, 1.0033, 1.1, "0.951156"
3, iterativefit, down_jes, 0, 0.0, 2.4, 100, 10000, -1.1, -0.90455, "1.33012"
3, iterativefit, down_jes, 0, 0.0, 2.4, 100, 10000, -0.90455, -0.69375, "0.522712+-0.896423*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 100, 10000, -0.69375, -0.50235, "1.31749+0.249201*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 100, 10000, -0.50235, -0.33035, "1.19234+7.88502e-05*x"
